,Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights,cluster
147,spotify:track:2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,"spotify:artist:1h6Cn3P4NGzXbaXidqURXs, spotify:artist:2auikkNYqigWStoHWK1Grq","Swedish House Mafia, John Martin",spotify:album:3RKhRsifs4RWrqvWV1YpPY,Don't You Worry Child,"spotify:artist:1h6Cn3P4NGzXbaXidqURXs, spotify:artist:2auikkNYqigWStoHWK1Grq","Swedish House Mafia, John Martin",2012-09-14,https://i.scdn.co/image/ab67616d0000b2739cfe80c0c05ce104f7bab18e,1,1,212862,https://p.scdn.co/mp3-preview/4e2b9b425c14fde73ba0a7c0c4fb31ab6be199ea?cid=9950ac751e34487dbbe027c4fd7f8e99,False,85,GBAAA1200728,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"edm,pop dance,progressive electro house,pop edm",0.612,0.84,11.0,-3.145,0.0,0.0509,0.112,0.0,0.116,0.438,129.042,4.0,,Virgin Records,"C © 2012 EMI Records Ltd, P ℗ 2012 EMI Records Ltd",2
151,spotify:track:6EbduYTr62sSzvl36wWiFM,BLOW (with Chris Stapleton & Bruno Mars),"spotify:artist:6eUKZXaKkcviH0Ku9w2n3V, spotify:artist:4YLtscXsxbVgi031ovDDdh, spotify:artist:0du5cEVh5yTK9QJze8zA0C","Ed Sheeran, Chris Stapleton, Bruno Mars",spotify:album:4uoEruXjt0APvHaSqrwqPH,BLOW (with Chris Stapleton & Bruno Mars),"spotify:artist:6eUKZXaKkcviH0Ku9w2n3V, spotify:artist:4YLtscXsxbVgi031ovDDdh, spotify:artist:0du5cEVh5yTK9QJze8zA0C","Ed Sheeran, Chris Stapleton, Bruno Mars",2019-07-05,https://i.scdn.co/image/ab67616d0000b2733d75fe24ebd1741bb74603b9,1,1,209120,https://p.scdn.co/mp3-preview/e94d6e3f4887f999227c86b3ecf2d2a22dbe160e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,66,GBAHS1900940,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,singer-songwriter pop,uk pop,contemporary country,outlaw country,dance pop,pop",0.631,0.796,1.0,-5.35,1.0,0.0401,0.000245,0.0115,0.38,0.596,92.469,4.0,,Atlantic Records UK,"C © 2019 Warner Music UK Limited, P ℗ 2019 An Asylum Records UK release, a division of Atlantic Records UK; ℗ 2019 Warner Music UK Limited",1
159,spotify:track:7vS3Y0IKjde7Xg85LWIEdP,Problem,"spotify:artist:66CXWjxzNUsdJxJ2JdwvnR, spotify:artist:5yG7ZAZafVaAlMTeBybKAL","Ariana Grande, Iggy Azalea",spotify:album:6EVYTRG1drKdO8OnIQBeEj,My Everything (Deluxe),spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2014-08-25,https://i.scdn.co/image/ab67616d0000b273deec12a28d1e336c5052e9aa,1,2,193920,https://p.scdn.co/mp3-preview/1edf67d05cf19de530fb50c5dc74e1b192578661?cid=9950ac751e34487dbbe027c4fd7f8e99,False,79,USUM71405403,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,australian hip hop,dance pop,pop",0.66,0.805,1.0,-5.352,0.0,0.153,0.0192,8.83e-06,0.159,0.625,103.008,4.0,,Universal Records,"C © 2014 Republic Records, a division of UMG Recordings, Inc., P ℗ 2014 Republic Records, a division of UMG Recordings, Inc.",1
169,spotify:track:0g8Dq6OpSmWengqtLrVr77,The Reaper,"spotify:artist:69GGBxA162lTqCwzJG5jLp, spotify:artist:2DORQjKJVYZMx9uu82UGtT","The Chainsmokers, Amy Shark",spotify:album:01GR4NL5O5CZM51k0aejKD,World War Joy,spotify:artist:69GGBxA162lTqCwzJG5jLp,The Chainsmokers,2019-12-06,https://i.scdn.co/image/ab67616d0000b2735e90ff76fd49a23f7333de76,1,1,182933,https://p.scdn.co/mp3-preview/900eb707bbfcc30f56ad4e144c6eea6c4cc7ddbe?cid=9950ac751e34487dbbe027c4fd7f8e99,False,57,USQX91903243,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"electropop,pop,australian pop",0.633,0.564,8.0,-7.789,0.0,0.0701,0.135,0.0,0.201,0.648,164.008,4.0,,Disruptor Records/Columbia,P (P) 2019 Disruptor Records/Columbia Records,2
174,spotify:track:6PJ8FF6UR8FZXfEvpHkIVN,How Would You Feel (Paean),spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,spotify:album:3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2017-03-03,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,1,11,280533,https://p.scdn.co/mp3-preview/539bff3b1ecaa87e60c47f197749a26fe3ebab09?cid=9950ac751e34487dbbe027c4fd7f8e99,False,67,GBAHS1700038,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,singer-songwriter pop,uk pop",0.617,0.439,9.0,-5.63,1.0,0.0269,0.424,0.0,0.127,0.242,139.979,4.0,,Atlantic Records UK,"C © 2017 Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company., P ℗ 2017 Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company.",0
176,spotify:track:6aJ90LBl96bly9zuEH1U2X,This Is How We Do It,spotify:artist:0iVrCROxeyon7MZUW3MfzT,Montell Jordan,spotify:album:6J9fX2iXc9W7ILQUWvEhAx,Best Of Montell Jordan,spotify:artist:0iVrCROxeyon7MZUW3MfzT,Montell Jordan,2015-09-25,https://i.scdn.co/image/ab67616d0000b273430debb283066ac6725483cf,1,1,237546,https://p.scdn.co/mp3-preview/2387825b996ad8f192ad5264875563be4003c703?cid=9950ac751e34487dbbe027c4fd7f8e99,False,68,USUM70728132,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"contemporary r&b,new jack swing,r&b,urban contemporary",0.791,0.702,1.0,-7.333,1.0,0.0623,0.0174,0.0,0.423,0.789,103.646,4.0,,Def Soul,"C © 2015 Def Jam Recordings, a division of UMG Recordings, Inc., P This Compilation ℗ 2015 Def Jam Recordings, a division of UMG Recordings, Inc.",1
179,spotify:track:43rA71bccXFGD4C8GOpIlN,I Forgot That You Existed,spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,spotify:album:1NAmidJlEaVgA3MpcPFYGq,Lover,spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,2019-08-23,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,1,1,170640,https://p.scdn.co/mp3-preview/e40e6c18800d39765329c3c14c5d2b18b7c2d7cb?cid=9950ac751e34487dbbe027c4fd7f8e99,False,79,USUG11901471,spotify:user:bradnumber1,2021-08-08T09:26:31Z,pop,0.664,0.316,5.0,-10.345,1.0,0.519,0.298,2.03e-06,0.0812,0.541,92.875,4.0,,Taylor Swift,"C © 2019 Taylor Swift, P ℗ 2019 Taylor Swift",0
180,spotify:track:5UJshy5HDHdNEVqlJwzsQB,Versace on the Floor (Bruno Mars vs. David Guetta),"spotify:artist:0du5cEVh5yTK9QJze8zA0C, spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai","Bruno Mars, David Guetta",spotify:album:0yDiMZdbFwO5lGB9Dq5wlL,Versace On The Floor (Bruno Mars vs. David Guetta),"spotify:artist:0du5cEVh5yTK9QJze8zA0C, spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai","Bruno Mars, David Guetta",2017-06-27,https://i.scdn.co/image/ab67616d0000b27362dc1f2be95dc25beea9f857,1,1,228300,https://p.scdn.co/mp3-preview/e606c64479a9973a8e9d5a5ad1b0a69ad83721d6?cid=9950ac751e34487dbbe027c4fd7f8e99,False,64,USAT21701884,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,big room,dance pop,edm,pop,pop dance",0.747,0.701,2.0,-4.902,1.0,0.0429,0.108,0.0,0.0712,0.589,100.012,4.0,,Atlantic Records,"C © 2017 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company, P ℗ 2017 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company",1
182,spotify:track:1I8tHoNBFTuoJAlh4hfVVE,Firestone,"spotify:artist:23fqKkggKUBHNkbKtXEls4, spotify:artist:1rw8ZTLnDHd74TWDDukjVi","Kygo, Conrad Sewell",spotify:album:0uMIzWh1uEpHEBell4rlF8,Cloud Nine,spotify:artist:23fqKkggKUBHNkbKtXEls4,Kygo,2016-05-13,https://i.scdn.co/image/ab67616d0000b27335590cb9280d5a1f5221ae1a,1,5,271640,https://p.scdn.co/mp3-preview/fdc52b388511ac852714c41e37ade2cb51178716?cid=9950ac751e34487dbbe027c4fd7f8e99,False,81,SEBGA1400887,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"edm,pop,pop dance,tropical house,australian pop",0.704,0.634,11.0,-7.374,0.0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,4.0,,Kygo,"P (P) 2016 Kygo under exclusive license to Sony Music Entertainment International Ltd / Ultra Records, LLC",1
190,spotify:track:6ZANrVuAMp2rpjhfbOuJly,Same Old Love,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,spotify:album:3Kbuu2tHsIbplFUkB7a5oE,Revival (Deluxe),spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,2015-10-09,https://i.scdn.co/image/ab67616d0000b2736bc7473df6c9d1fd90972e84,1,4,229080,https://p.scdn.co/mp3-preview/59629fb443149d25a6577e7990cc8fd790352f90?cid=9950ac751e34487dbbe027c4fd7f8e99,False,73,USUM71510437,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,post-teen pop",0.672,0.593,11.0,-4.01,0.0,0.0304,0.0223,0.0,0.214,0.438,98.02,4.0,,Selena Gomez PS,"C © 2015 Interscope Records, P ℗ 2015 Interscope Records",1
202,spotify:track:6lvsJDZ7336YmpBzcNGhbe,fOoL fOr YoU,spotify:artist:5ZsFI1h6hIdQRw2ti0hz81,ZAYN,spotify:album:5amj9zNeZ3B2EdpBgXrOZ0,Mind Of Mine (Deluxe Edition),spotify:artist:5ZsFI1h6hIdQRw2ti0hz81,ZAYN,2016-03-25,https://i.scdn.co/image/ab67616d0000b273a15e26d05b7ce776b566579d,1,10,202213,https://p.scdn.co/mp3-preview/6ec2ac3c0db2d5fdbb5dd1f4e97e0963a2440627?cid=9950ac751e34487dbbe027c4fd7f8e99,False,71,USRC11600394,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,uk pop",0.52,0.513,7.0,-7.208,1.0,0.0256,0.281,0.0,0.0976,0.17,77.903,4.0,,RCA Records Label,"P (P) 2016 RCA Records, a division of Sony Music Entertainment",0
210,spotify:track:2ekn2ttSfGqwhhate0LSR0,New Rules,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,spotify:album:01sfgrNbnnPUEyz6GZYlt9,Dua Lipa (Deluxe),spotify:artist:6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,2017-06-02,https://i.scdn.co/image/ab67616d0000b2736b915e407b70e121e06fe979,1,10,209320,https://p.scdn.co/mp3-preview/e4f2ca20fc8aea1eb592d613d7a4b4da6012eaa2?cid=9950ac751e34487dbbe027c4fd7f8e99,False,84,GBAHT1600310,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,uk pop",0.762,0.7,9.0,-6.021,0.0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,4.0,,Warner Records,"C © 2017 Dua Lipa Limited under exclusive license to Warner Music UK Limited, P ℗ 2017 Dua Lipa Limited under exclusive license to Warner Music UK Limited. Tracks 3, 6, 7, 8, 9, 13, 14 (P) 2016 Warner Music UK Limited. Tracks 4, 15, 17 (P) 2015 Warner Music UK Limited.",1
213,spotify:track:0yLdNVWF3Srea0uzk55zFn,Flowers,spotify:artist:5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,spotify:album:7I0tjwFtxUwBC1vgyeMAax,Flowers,spotify:artist:5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,2023-01-13,https://i.scdn.co/image/ab67616d0000b273f429549123dbe8552764ba1d,1,1,200454,https://p.scdn.co/mp3-preview/9fbe346e805ed219204f53324f94557ab557b6d3?cid=9950ac751e34487dbbe027c4fd7f8e99,False,96,USSM12209777,spotify:user:bradnumber1,2023-02-01T19:33:29Z,pop,0.707,0.681,0.0,-4.325,1.0,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,4.0,,Columbia,"P (P) 2023 Smiley Miley, Inc. under exclusive license to Columbia Records, a Division of Sony Music Entertainment",1
215,spotify:track:2y4lAQpi5VTNLu2ldeTdUH,We Can't Stop,spotify:artist:5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,spotify:album:3RDqXDc1bAETps54MSSOW0,Bangerz (Deluxe Version),spotify:artist:5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,2013-10-04,https://i.scdn.co/image/ab67616d0000b2736b18d0490878750cd69abf2c,1,2,231240,https://p.scdn.co/mp3-preview/2832db9492a17af6654d86be3ae07d4baa1f55ab?cid=9950ac751e34487dbbe027c4fd7f8e99,False,82,USRC11300686,spotify:user:bradnumber1,2021-08-08T09:26:31Z,pop,0.613,0.622,1.0,-5.794,0.0,0.0334,0.00882,0.0,0.37,0.484,80.003,4.0,,RCA Records Label,"P (P) 2013 RCA Records, a division of Sony Music Entertainment",1
216,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,spotify:album:6pOiDiuDQqrmo5DbG0ZubR,MONTERO,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,2021-09-17,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,1,4,143901,https://p.scdn.co/mp3-preview/f6958f897e3817fcbb6647d62f66c71ee96d1981?cid=9950ac751e34487dbbe027c4fd7f8e99,True,85,USSM12105732,spotify:user:bradnumber1,2022-04-27T22:11:04Z,lgbtq+ hip hop,0.737,0.846,1.0,-4.51,0.0,0.22,0.00614,0.0,0.0486,0.546,87.981,4.0,,Columbia,"P (P) 2021 Columbia Records, a Division of Sony Music Entertainment",1
218,spotify:track:5wjmqUGN7vrAqFqDWrywlZ,Midnight Memories,spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,One Direction,spotify:album:7p1fX8aUySrBdx4WSYspOu,Midnight Memories (Deluxe),spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,One Direction,2013-11-25,https://i.scdn.co/image/ab67616d0000b2732f76b797c382bedcafdf45e1,1,4,176320,https://p.scdn.co/mp3-preview/572b77fbbe17497a720655819bfae0c2f6e17106?cid=9950ac751e34487dbbe027c4fd7f8e99,False,71,GBHMU1300212,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"boy band,pop,post-teen pop,talent show",0.432,0.868,6.0,-2.01,0.0,0.0882,0.00725,0.0,0.233,0.567,156.128,4.0,,Syco Music,P (P) 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,2
221,spotify:track:3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,spotify:album:2uDTi1PlpSpvAv7IRAoAEU,HIGHEST IN THE ROOM,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,2019-10-04,https://i.scdn.co/image/ab67616d0000b273e42b5fea4ac4c3d6328b622b,1,1,175720,https://p.scdn.co/mp3-preview/387b31c31b72f0c16e33d0c78bab869b0a0f4eb3?cid=9950ac751e34487dbbe027c4fd7f8e99,True,86,USSM11904276,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"hip hop,rap,slap house",0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4.0,,Cactus Jack / Epic,P (P) 2019 Epic Records. With Cactus Jack.,0
242,spotify:track:5hnGrTBaEsdukpDF6aZg8a,How Do I Say Goodbye,spotify:artist:3QSQFmccmX81fWCUSPTS7y,Dean Lewis,spotify:album:3cptxwPFf3Ioj7I3AVX3mp,How Do I Say Goodbye,spotify:artist:3QSQFmccmX81fWCUSPTS7y,Dean Lewis,2022-08-31,https://i.scdn.co/image/ab67616d0000b273bfedccaca3c8425fdc0a7c73,1,1,163603,https://p.scdn.co/mp3-preview/a3709f09e0ecb9e59ec8f9222827cf8215d8ab65?cid=9950ac751e34487dbbe027c4fd7f8e99,False,81,AUUM72200172,spotify:user:bradnumber1,2022-11-02T00:26:01Z,"australian pop,pop",0.4,0.641,8.0,-6.303,1.0,0.0674,0.214,0.0,0.0656,0.393,81.552,4.0,,Universal Music Australia Pty. Ltd.,"C © 2022 Universal Music Australia Pty Ltd., P ℗ 2022 Universal Music Australia Pty Ltd.",2
261,spotify:track:01TuObJVd7owWchVRuQbQw,#thatPOWER,"spotify:artist:085pc2PYOi8bGKj0PNjekA, spotify:artist:1uNFoZAHBGtllmzznpCI3s","will.i.am, Justin Bieber",spotify:album:0VWYRbEcvJcPrqMGJirO6q,#willpower (Deluxe),spotify:artist:085pc2PYOi8bGKj0PNjekA,will.i.am,2013-01-01,https://i.scdn.co/image/ab67616d0000b273642efc0b3f045f34316d2cf3,1,9,279506,https://p.scdn.co/mp3-preview/91b7cff2a5f9f7622252ea5852730d3467b681b8?cid=9950ac751e34487dbbe027c4fd7f8e99,False,69,USUM71302526,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,canadian pop,pop",0.797,0.608,6.0,-6.096,0.0,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999,4.0,,Interscope,"C © 2013 Interscope Records, P ℗ 2013 Interscope Records",1
268,spotify:track:2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,spotify:artist:5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,spotify:album:6jKZplJpy21R5lHaYHHjmZ,Narrated For You,spotify:artist:5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,2018-11-16,https://i.scdn.co/image/ab67616d0000b273459d675aa0b6f3b211357370,1,4,169353,https://p.scdn.co/mp3-preview/19007111a4e21096bcefef77842d7179f0cdf12a?cid=9950ac751e34487dbbe027c4fd7f8e99,False,90,USAT21802284,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"alt z,pop,pov: indie",0.652,0.557,1.0,-5.714,0.0,0.0318,0.74,0.0,0.124,0.483,150.073,4.0,,2018,"C 2018, P 2018",0
269,spotify:track:7t3q4ghl6rphMXn0oOJhUr,Someday (feat. Meghan Trainor),"spotify:artist:1GxkXlMwML1oSg5eLPiAz3, spotify:artist:6JL8zeS1NmiOftqZTRgdTz","Michael Bublé, Meghan Trainor",spotify:album:2OXZJLXxM8jrY3gBoVNfmz,Nobody but Me (Deluxe),spotify:artist:1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,2016-10-21,https://i.scdn.co/image/ab67616d0000b273576629f3c4631eb55612a7c7,1,8,203453,https://p.scdn.co/mp3-preview/92aa36d8fb56bc1483b308b62145ee4f4c90b84c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,62,USRE11600457,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,canadian pop,jazz pop,lounge,hip pop,pop",0.671,0.539,7.0,-6.08,1.0,0.0392,0.18,0.0,0.0748,0.934,94.98,4.0,,Reprise,"C © 2016 Reprise Records, P ℗ 2016 Reprise Records",1
276,spotify:track:47Slg6LuqLaX0VodpSCvPt,Just the Way You Are,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,spotify:album:6J84szYCnMfzEcvIcfWMFL,Doo-Wops & Hooligans,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,2010-10-05,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0,1,2,220734,https://p.scdn.co/mp3-preview/6d1a901b10c7dc609d4c8628006b04bc6e672be8?cid=9950ac751e34487dbbe027c4fd7f8e99,False,83,USAT21001269,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop",0.635,0.841,5.0,-5.379,1.0,0.0422,0.0134,0.0,0.0622,0.424,109.021,4.0,,Elektra (NEK),"C © 2010 Elektra Entertainment Group Inc. for the United States and WEA International Inc. for the world outside of the United States. All Rights Reserved., P ℗ 2010 Elektra Entertainment Group Inc. for the United States and WEA International Inc. for the world outside of the United States. All Rights Reserved.",2
277,spotify:track:1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,spotify:artist:7CajNmpbOovFoOoasH2HaY,Calvin Harris,spotify:album:7w19PFbxAjwZ7UVNp9z0uT,18 Months,spotify:artist:7CajNmpbOovFoOoasH2HaY,Calvin Harris,2012-10-29,https://i.scdn.co/image/ab67616d0000b273dcef905cb144d4867119850b,1,3,206413,https://p.scdn.co/mp3-preview/b8372b1a0b8d09a5004388a654f29bef6bc37021?cid=9950ac751e34487dbbe027c4fd7f8e99,False,85,GBARL1100748,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,edm,electro house,house,pop,progressive house,uk dance",0.707,0.924,7.0,-2.842,1.0,0.031,0.000972,0.00703,0.204,0.919,127.937,4.0,,Columbia,P (P) 2012 Sony Music Entertainment UK Limited,1
289,spotify:track:3XyMPyuWwHcGMvXeJY6Qt0,Girl On Fire (feat. Nicki Minaj) - Inferno Version,"spotify:artist:3DiDSECUqqY1AuBP8qtaIa, spotify:artist:0hCNtLu0JehylgoiP8L4Gh","Alicia Keys, Nicki Minaj",spotify:album:3qqhNVbjLFNdLviBFrFwCa,Girl On Fire,spotify:artist:3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,2012-11-26,https://i.scdn.co/image/ab67616d0000b2739f76cf235d4b3c3403cbbf5b,1,6,270720,https://p.scdn.co/mp3-preview/3e60ef78ebae77743dd68bec65a53ae175a60221?cid=9950ac751e34487dbbe027c4fd7f8e99,False,58,USRC11200924,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"neo soul,pop,r&b,hip pop,pop,queens hip hop,rap",0.591,0.808,9.0,-5.943,1.0,0.288,0.0869,0.00396,0.147,0.337,92.864,4.0,,RCA Records Label,"P (P) 2012 RCA Records, a division of Sony Music Entertainment",2
299,spotify:track:76Je5Wklky23mVoxiRszcN,Walk,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,spotify:album:5lnQLEUiVDkLbFJHXHQu9m,Wasting Light,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,2011-04-12,https://i.scdn.co/image/ab67616d0000b273cdac19bbaee5cc123edcc26f,1,11,255960,https://p.scdn.co/mp3-preview/6ec14f5fa6505d107e5ce786a5a77105d309b8af?cid=9950ac751e34487dbbe027c4fd7f8e99,False,73,USRW31100002,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock",0.234,0.865,9.0,-5.131,1.0,0.0516,3.62e-05,0.000532,0.289,0.194,137.107,4.0,,RCA Records Label,"P (P) 2011 Roswell Records, Inc. under license to RCA Records, a unit of Sony Music Entertainment",2
301,spotify:track:6T27IN7Ai94BeDv6PPCmoC,Turn Me On (feat. Nicki Minaj),"spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:0hCNtLu0JehylgoiP8L4Gh","David Guetta, Nicki Minaj",spotify:album:4bTjdxhRRUiWfwj200f9Kl,Nothing but the Beat (Ultimate Edition),spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,2012-12-07,https://i.scdn.co/image/ab67616d0000b2735c8cfe4b2c4aa89c9c92108e,1,2,199680,https://p.scdn.co/mp3-preview/c21b41d929e41ca4bdb8523103ef9c35494a4533?cid=9950ac751e34487dbbe027c4fd7f8e99,False,69,GB28K1100029,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"big room,dance pop,edm,pop,pop dance,hip pop,pop,queens hip hop,rap",0.704,0.793,8.0,-2.266,1.0,0.0591,0.0488,0.0,0.575,0.412,127.96,4.0,,Parlophone (France),"C © 2012 What A Music Ltd., licence exclusive Parlophone Music France, P ℗ 2012 What A Music Ltd., licence exclusive Parlophone Music France",2
302,spotify:track:6sZo5nJIsFWXefRCCexpx0,Never Gonna Not Dance Again,spotify:artist:1KCSPY1glIKqW2TotWuXOR,P!nk,spotify:album:6MCHSjoEVriUjWE6LERAaR,Never Gonna Not Dance Again,spotify:artist:1KCSPY1glIKqW2TotWuXOR,P!nk,2022-11-04,https://i.scdn.co/image/ab67616d0000b273a342edc8d90ae68d99333bab,1,1,225789,https://p.scdn.co/mp3-preview/96b50eaa40c424a387ccca75668e283f49c23d4a?cid=9950ac751e34487dbbe027c4fd7f8e99,True,76,USRC12203282,spotify:user:bradnumber1,2022-12-11T23:08:46Z,"dance pop,pop",0.668,0.802,5.0,-4.005,0.0,0.0917,0.0273,0.0,0.163,0.769,113.796,4.0,,RCA Records Label,"P (P) 2022 RCA Records, a division of Sony Music Entertainment",1
304,spotify:track:1zB4vmk8tFRmM9UULNzbLB,Thunder,spotify:artist:53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,spotify:album:33pt9HBdGlAbRGBHQgsZsU,Evolve,spotify:artist:53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,2017-06-23,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a,1,10,187146,https://p.scdn.co/mp3-preview/ef62eb257ada5dd10002ebb8aa6ba2889a96dde4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,89,USUM71704167,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"modern rock,pop,rock",0.605,0.822,0.0,-4.833,1.0,0.0438,0.00671,0.134,0.147,0.288,167.997,4.0,,Kid Ina Korner / Interscope,"C © 2018 KIDinaKORNER/Interscope Records, P ℗ 2018 KIDinaKORNER/Interscope Records",2
309,spotify:track:2fTdRdN73RgIgcUZN33dvt,"Baby, I'm Jealous (feat. Doja Cat)","spotify:artist:64M6ah0SkkRsnPGtGiRAbb, spotify:artist:5cj0lLjcoR7YOSnhnX0Po5","Bebe Rexha, Doja Cat",spotify:album:2N367tN1eIXrHNVe86aVy4,"Baby, I'm Jealous (feat. Doja Cat)","spotify:artist:64M6ah0SkkRsnPGtGiRAbb, spotify:artist:5cj0lLjcoR7YOSnhnX0Po5","Bebe Rexha, Doja Cat",2020-10-09,https://i.scdn.co/image/ab67616d0000b273d0927ea5b0dde802e65eb9b6,1,1,175873,https://p.scdn.co/mp3-preview/6b6a0286d46df4a241da5d3957fe6dde72f850f7?cid=9950ac751e34487dbbe027c4fd7f8e99,False,64,USWB12003890,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,dance pop,pop",0.737,0.867,11.0,-2.259,0.0,0.0458,0.0398,0.0,0.32,0.506,98.05,4.0,,Warner Records,"C © 2020 Warner Records Inc., P ℗ 2020 Warner Records Inc.",1
